name,status,street,city,state,zip,phone,Latitude,Longitude,"Accuracy Score",Street,City,State,County,Zip
"Viva Salon","Eufora exclusive","3645 Star Ranch Rd","Colorado Springs",CO,80906,719-579-8482,38.776162954545,-104.81572090909,1,"3645 Star Ranch Rd","Colorado Springs",CO,"El Paso County",80906
"Vivace Salon",,"3790 Via De La Valle","Del Mar",CA,92014,858-792-1985,32.982811130435,-117.22963069565,1,"3790 Via De La Valle","Del Mar",CA,"San Diego County",92014
"Vivid Salon And Spa",,"1105 Fulton Avenue",Sacramento,CA,95825,"(916) 485-8484",38.585969076923,-121.40146430769,1,"1105 Fulton Ave",Sacramento,CA,"Sacramento County",95825
Vizhunz,,"227 Rezanof Ste B",Kodiak,AK,99615,907-486-7008,57.790257212121,-152.40518370707,1,"227 Rezanof",Kodiak,AK,"Kodiak Island Borough",99615
"Vogue Salon","Eufora exclusive","10158 Niagara Falls Blvd","Niagara Falls",NY,14304,716-297-1577,43.098781055276,-78.944131708543,1,"10158 Niagara Falls Blvd","Niagara Falls",NY,"Niagara County",14304
"Vogue Salon And Day Spa","Eufora semi exclusive","30 Los Robles",Williamsville,NY,14221,716-633-7090,42.960633421053,-78.749183789474,1,"30 Los Robles",Buffalo,NY,"Erie County",14221
"Wallick Hairstyling","Eufora exclusive","269 West High St","New Philadelphia",OH,44663,330-339-6619,40.48979,-81.44567,0.33," ","New Philadelphia",OH,"Tuscarawas County",44663
"Water Stone",," 800 Islington St",Portsmouth,NH,3801,603-436-9293,43.06855771875,-70.77284340625,1,"800 Islington St",Portsmouth,NH,"Rockingham County",03801
"Waters Edge",,"128 East Broadway",Derry,NH,3038,603-421-1990,42.891535,-71.313085,1,"128 E Broadway",Derry,NH,"Rockingham County",03038
"West 13Th Salon","Eufora semi exclusive","734 13Th Ave East","West Fargo",ND,58078,701-492-9221,46.862263945946,-96.887625486486,1,"734 13th Ave E","West Fargo",ND,"Cass County",58078
"West End Salon","Eufora semi exclusive","94 Main St",Gloucester,MA,1930,978-283-7100,42.612511,-70.664284,1,"94 Main St",Gloucester,MA,"Essex County",01930
Westlakes,,"6750 Westown Parkway Suite 155","West Des Moines",IA,50266,"(515) 440-1540",41.596346,-93.803347,1,"6750 Westown Pkwy","West Des Moines",IA,"Polk County",50266
"Who Does Your Hair","Eufora semi exclusive","2791 Merrick Road",Bellmore,NY,11710,516-221-2211,40.664179571429,-73.523343714286,1,"2791 Merrick Rd",Bellmore,NY,"Nassau County",11710
"Whole Body Studio",,"1650 Hance Dr",Freeport,IL,61032,815-275-4281,42.278652762712,-89.635439745763,1,"1650 Hance Dr",Freeport,IL,"Stephenson County",61032
"Wild Hare Salon","Eufora semi exclusive","6877 Sw 18Th St","Boca Raton",FL,33433,561-347-8100,26.331802060606,-80.147337080808,1,"6877 SW 18th St","Boca Raton",FL,"Palm Beach County",33433
"William Anthony Salon","Eufora semi exclusive","29 Elm Street",Fishkill,NY,12524,845-896-4940,41.538186,-73.924629,1,"29 Elm St",Fishkill,NY,"Dutchess County",12524
"Winning Image",,"55 Doc Stone Rd",Stafford,VA,22556,"(540) 659-0926",38.438958,-77.4354,0.33," ",Stafford,VA,"Stafford County",22554
"Wyomissing Hair Studio",,"948 Penn Ave",Wyomissing,PA,19610,"(610) 375-8882",40.335263,-75.958398,1,"948 Penn Ave",Reading,PA,"Berks County",19610
"Xcentric Salon","Eufora exclusive","314 Park Ave",Vista,CA,92084,760-295-0743,33.200274424242,-117.24001848485,1,"314 Park Ave","La Jolla",CA,"San Diego County",92037
"Xox Salon And Spa","Eufora semi exclusive","4458 N Milwaukee",Chicago,IL,60630,773-777-9997,41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
"Xoxo Studio","Eufora exclusive","210 Lomas Santa Fe","Solana Beach",CA,92075,760-717-2435,33.007075,-117.256769,0.33," ","Solana Beach",CA,"San Diego County",92075
"Your Impressive Image","Eufora exclusive","5360 West Lake Rd",Erie,PA,16502,814-838-8390,42.076642194444,-80.202512555556,1,"5360 W Lake Rd",Erie,PA,"Erie County",16505
"Yu Beauty Lounge   Hair Gone Wild","Eufora exclusive","2932 C St Suite A",Anchorage,AK,99503,907-349-7744,61.192822525253,-149.88661664646,1,"2932 C St",Anchorage,AK,"Anchorage Municipality",99503
"Z Salon and Spa",,"1 Berea Commons",Berea,OH,44017,440-243-2335,41.370548,-81.861757,0.33," ",Berea,OH,"Cuyahoga County",44017
"Zachary Luban",,"1701 Tullamore Ave Suite C",Bloomington,IL,61704,309-532-3636,40.490224977273,-88.960127204545,1,"1701 Tullamore Ave",Bloomington,IL,"McLean County",61701
"Zea Salon",,"3707 N Halsted",Chicago,IL,60613,773-248-0600,41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
"Zelaz Salon","Eufora semi exclusive","3321 N Broadway",Chicago,IL,60657,773-929-7909,41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
"Zen Hair Studio",,"1861 1St  Street",Cheney,WA,99004,509-559-5015,47.624443775056,-117.5471665412,1,"1861 1st St",Cheney,WA,"Spokane County",99004
"Zen Hair Studio","Eufora exclusive","46 E Wellsley Ave",Spokane,WA,99207,"(509) 483-3936",47.629296,-117.254657,0.33," ",Spokane,WA,"Spokane County",99206
"Zenful Beauty",,"3001 Groves Edge Lane",Marvin,NC,28173,704-491-9633,35.00005,-80.811071,1,"3001 Groves Edge Ln",Waxhaw,NC,"Union County",28173
"Zinc Total Salon","Eufora exclusive","308 Craghead St Suite 103",Danville,VA,24541,434-792-9462,36.586573095363,-79.38949372643,1,"308 Craghead St",Danville,VA,"Danville city",24541
"Zinos International","Eufora semi exclusive","7610 Hazard Center Suite 702","San Diego",CA,92108,619-574-7895,32.835798714286,-117.09837836735,1,"7610 Hazard Ctr","San Diego",CA,"San Diego County",92123
"Zoe And Company",,"1017 Nw 41Rst St","Oklahoma City",OK,73118,"(303) 916-2163",35.489073,-97.518909,0.33," ","Oklahoma City",OK,"Oklahoma County",73103
Zumbido,"Eufora exclusive","10490 S Dransfeldt  Unit 105",Parker,CO,80134,720-842-1800,39.489472,-104.844731,0.33," ",Parker,CO,"Douglas County",80134
"A Look Above II",,"1545 Ave K Suite 167",Plano,TX,75074,214-287-5077,33.19359,-96.569879,0.33," ",Plano,TX,"Collin County",75026
"Abeille Spa And Salon","Eufora exclusive","315 Wendover Avenue",Louisville,KY,40207,502-895-3350,38.251415454545,-85.658039909091,1,"315 Wendover Ave",Louisville,KY,"Jefferson County",40207
"Affinity Salon",,"4210 50Th Street Suite E",Lubbock,TX,79413,806-687-9198,33.548736567164,-101.90108829851,1,"4210 50th St",Lubbock,TX,"Lubbock County",79413
"All Decked Out",,"3502 S Shepherd",Houston,TX,77098,"(409) 882-4224",29.724893,-95.363752,0.33," ",Houston,TX,"Harris County",77004
"Alpha Salon and Spa","Eufora exclusive","1111 N Dixie Hwy Suite 7",Elizabethtown,KY,42701,270-765-2727,37.723474,-85.976854,0.33," ",Elizabethtown,KY,"Hardin County",42702
"Anne Platt Salon","Eufora semi exclusive","1685 Lee Drive","Baton Rouge",LA,70808,225-978-9247,30.409870142857,-91.147519714286,1,"1685 Lee Dr","Baton Rouge",LA,"East Baton Rouge Parish",70808
"Aqua Color Lounge",,"787 Weatherly Dr Suite 100",Clarksville,TN,37043,"(931) 648-7001",36.531398,-87.353008,0.33," ",Clarksville,TN,"Montgomery County",37044
"Artique Hair Design","Eufora semi exclusive","108 Osborne Way Suite 2 A",Georgetown,KY,40324,502-570-5955,38.229015081633,-84.538367673469,1,"108 Osborne Way Suite 2 A",Georgetown,KY,"Scott County",40324
"Artizen Salon","Eufora semi exclusive","18135 Petroleum Drive","Baton Rouge",LA,70809,225-753-2800,30.348996090909,-91.019103717172,1,"18135 Petroleum Dr","Baton Rouge",LA,"East Baton Rouge Parish",70809
"Avalon Salon",,"7171 Hwy 6 N Suite 204",Houston,TX,77095,"(281) 799-3513",29.724893,-95.363752,0.33," ",Houston,TX,"Harris County",77004
"Barrecas Salon","Eufora semi exclusive","1939 Hickory Ave Suite 106",Harahan,LA,70123,504-739-5577,29.970597020408,-90.208094061224,1,"1939 Hickory Ave",,,,
"Bella Dona Salon","Eufora semi exclusive","201 S Mount Aubern Rd Suite F","Cape Girardeau",MO,63703,"(573) 335-6033",37.366166,-89.643941,0.33," ","Cape Girardeau",MO,"Cape Girardeau County",63705
"Bella Madame Salon",,"3047 Woodland Hills Dr",Kingwood,TX,77339,832-584-3162,30.033553,-95.261044,0.27," ",Kingwood,TX,"Harris County",77325
"Bella Rinova Salon And Spa","Eufora semi exclusive","9595 Six Pine Dr  Suite 1300","The Woodlands",TX,77380,281-367-0414,30.136972,-95.46836,0.27," ","The Woodlands",TX,"Montgomery County",77380
"Bella Salon And Spa",,"104 Manor Ave Suite 101",Bardstown,KY,40004,"(502) 348-3331",37.795269938776,-85.430383591837,1,"104 Manor Ave",Bardstown,KY,"Nelson County",40004
"Bella Sophia","Eufora semi exclusive","328 Heymann Blvd",Lafayette,LA,70503,337-234-3111,30.204446857143,-92.015311571429,1,"328 Heymann Blvd",,,,
"Belladona Salon And Spa",,"2502 Tanner Dr Suite 101","Cape Girardeau",MO,63703,"(573) 334-4747",37.302304,-89.556293,1,"2502 Tanner Dr","Cape Girardeau",MO,"Cape Girardeau County",63703
"Bloom Salon And Body Spa",,"1725 Ashely Circle  Suite 102","Bowling Green",KY,42104,"(270) 901-4494",36.967456966443,-86.436744744966,1,"1725 Ashely Cir","Bowling Green",KY,"Warren County",42104
"Bombshells Hair Studio","Eufora semi exclusive","803 N Thompson Lane",Murfreesboro,TN,37129,615-907-8004,35.87397475,-86.4265225,1,"803 N Thompson Ln",Murfreesboro,TN,"Rutherford County",37129
"Brandy Clark At Avalon Salons","Eufora exclusive","7171 Hwy 6 Syite 204",Houston,TX,77095,281-799-3513,29.724893,-95.363752,0.33," ",Houston,TX,"Harris County",77004
"C and N Hair Team","Eufora exclusive","7020 Easy Wind Dr Suite 110",Austin,TX,78752,"(512) 300-0972",30.33934,-97.717943909091,0.8,"7020 Easy Wind Dr",Austin,TX,"Travis County",78752
"Catherine Domenick","Eufora semi exclusive","8342 Perkins Rd Suite 9","Baton Rouge",LA,70810,504-236-2411,30.393850096539,-91.108644912568,1,"8342 Perkins Rd","Baton Rouge",LA,"East Baton Rouge Parish",70810
"Ciao Bella Salon","Eufora semi exclusive","12907 Factory Lane Suite C",Louisville,KY,40245,502-241-3157,38.287515738095,-85.50599452381,0.8,"12907 Factory Ln",Louisville,KY,"Jefferson County",40245
"CNN Hair Team","Eufora exclusive","2020 Easy Wind Dr",Austin,TX,78752,512-300-0972,30.326006666667,-97.693246939394,0.8,"2020 Easy Wind Dr",Austin,TX,"Travis County",78752
"Creations By L And A",,"5550 Ebj Suite 195",Dallas,TX,75240,214-205-7854,32.832614,-96.849082,0.33," ",Dallas,TX,"Dallas County",75235
"Crop Hair studio ",,"1735 W St of Franklin rd ","Johnson city ",TN,37604,"(423) 328-3462",36.301393,-82.37121,0.33," ","Johnson City",TN,"Washington County",37614
"Di Beleza",,"7307 Starry Night",Katy,TX,77494,713-410-1005,29.708855833333,-95.7857385,1,"7307 Starry Night",Katy,TX,"Harris County",77494
"District Salon","Eufora exclusive","106 Se A St     Unit 4",Bentonville,AR,72712,479-657-2114,36.371485265306,-94.208087244898,1,"106 SE A St",Bentonville,AR,"Benton County",72712
"Evoke Spa Salon",,"210 Needmore Rd  Suite C",Clarskville,TN,37040,"(931) 896-1888",36.105647,-83.399892,0.18," ","Colliers Corner",TN,"Jefferson County",37760
"Evolve Hair","Eufora semi exclusive","706A N 7 Hwy","Blue Springs",MO,64014,816-228-7171,39.01504,-94.311776,0.33," ","Blue Springs",MO,"Jackson County",64015
"Expert Hair",,"12280 Westimer Rd Suite 600",Houston,TX,77077,281-920-0190,29.751080363636,-95.593808727273,1,"12280 Westimer Rd",Houston,TX,"Harris County",77077
"Fierce Esthetics","Eufora semi exclusive","600 Guilbeau",Lafayette,LA,70506,337-216-0028,30.197503061728,-92.069016030864,1,"600 Guilbeau",Lafayette,LA,"Lafayette Parish",70506
"Fix Bad Hair",,"2000 South Interstate 35 Suite B6","Round Rock",TX,78681,512-508-2911,30.501747,-97.647206,0.33," ","Round Rock",TX,"Williamson County",78664
"Fringe Salon And Color Bar","Eufora semi exclusive","2400 West Alabama",Houston,TX,77098,713-668-1052,29.735808755102,-95.571144938776,1,"2400 W Alabama",Houston,TX,"Harris County",77056
"Fusion Salon","Eufora exclusive","1301 Herr Lane Suite157",Louisville,KY,40222,502-429-9476,38.219306282828,-85.775595444444,1,"1301 Herr Ln",Louisville,KY,"Jefferson County",40208
"Fuze Salon","Eufora semi exclusive","11445 Coursey Blvd Suite S","Baton Rouge",LA,70816,225-663-6654,30.415001666667,-91.058633333333,1,"11445 Coursey Blvd","Baton Rouge",LA,"East Baton Rouge Parish",70816
"Hair By Abel",,"606 Embassy Oaks Dr Suite 105 Room 60","San Antonio",TX,78216,210-630-0334,29.389431256281,-98.496463110553,1,"606 Embassy Oaks Dr Suite 105","San Antonio",TX,"Bexar County",78214
"Hair Tanning And Beyond","Eufora semi exclusive","426 N Parkerson Ave",Crowley,LA,70526,337-785-8267,30.213276795918,-92.372944346939,1,"426 N Parkerson Ave",Crowley,LA,"Acadia Parish",70526
"Head Games",,"226 S Egret Bay Blvd","League City",TX,77573,832-632-2640,29.511582,-95.058153,0.33," ","League City",TX,"Galveston County",77574
"Image Makers Salon Ltd","Eufora semi exclusive","6282 Ronald Reagan Dr","Lake St  Louis",MO,63367,636-561-6283,,,0,,,,,
"Integrite Salon",,"4800 W 135Th St   Suite 300",Leawood,MO,66224,"(913) 851-9900",37.109783,-94.496221,0.27," ",Leawood,MO,"Newton County",64801
"J Michaels Spa And Salon","Eufora exclusive","4121 Shelbyville Rd",Louisville,KY,40207,"(502) 742-8790",38.252066,-85.645068,1,"4121 Shelbyville Rd",Louisville,KY,"Jefferson County",40207
"Jessica Oran Salon Studio 13",,"5133 Harding Pike Suite C500",Nashville,TN,37205,"(615) 260-8415",36.090181,-86.687651,1,"5133 Harding Pike",Nashville,TN,"Davidson County",37211
"Karizma Hair Studio",,"722 Walker Parke Road",Richmond,KY,40475,"(859) 623-8282",37.837006826923,-84.187013423077,1,"722 Walker Parke Rd",Richmond,KY,"Madison County",40475
"Luster Hair Lounge","Eufora exclusive","3720 Far West Blvd Suite 107",Austin,TX,78731,512-377-1792,30.356956929293,-97.760618737374,1,"3720 Far West Blvd",Austin,TX,"Travis County",78731
"Lux Salon And Spa","Eufora semi exclusive","7337 Highland Rd","Baton Rouge",LA,70808,225-766-0299,30.378296183673,-91.138761897959,1,"7337 Highland Rd","Baton Rouge",LA,"East Baton Rouge Parish",70808
"Lyons Studio","Eufora semi exclusive","8342 Perkins Road","Baton Rouge",LA,70810,225-295-0910,30.393850096539,-91.108644912568,1,"8342 Perkins Rd","Baton Rouge",LA,"East Baton Rouge Parish",70810
"Macals Hair Studio",,"4798 W Bellfort St",Houston,TX,77035,713-723-0000,29.671363,-95.459419,1,"4798 W Bellfort St",Houston,TX,"Harris County",77035
"Mary Cates Salon","Eufora semi exclusive","1354 Clarkson Clayton Center",Ellisbille,MO,63011,636-527-2566,,,0,,,,,
"Matzker Salon",,"232 Maple Point Dr","St Charles",MO,63304,"(636) 734-2149",,,0,,,,,
"Metro Design Studio",,"1662 Clarkson Rd",Chesterfield,MO,63017,"(636) 751-1674",38.488671050001,-91.022608300003,1,"1662 Clarkson Rd",Chesterfield,MO,"St. Louis County",63017
"Moriri Hair",,"19 North Main St",Kingwood,TX,77339,281-360-2296,30.033553,-95.261044,0.27," ",Kingwood,TX,"Harris County",77325
"Moxie Salon And Spa",,"4217 Herschel Ave",Dallas,TX,75219,214-521-6695,32.820681285714,-96.802705285714,1,"4217 Herschel Ave",Dallas,TX,"Dallas County",75219
"Nevaeh Salon And Spa",,"5612 Smu Blvd  Suite 202",Dallas,TX,75206,214-265-1110,32.841999632653,-96.770033142857,1,"5612 Smu Blvd",Dallas,TX,"Dallas County",75206
"One Studio Salon",,"1503 Cunningham Rd",Knoxville,TN,37918,"(865) 850-2801",36.058104,-83.966999,1,"1503 Cunningham Rd",Knoxville,TN,"Knox County",37918
"Pink Cinnamon Salon and Spa","Eufora exclusive","403 North Mulberry Street",Elizabethtown,KY,42701,270-769-0440,37.698161,-85.8555314,1,"403 N Mulberry St",Elizabethtown,KY,"Hardin County",42701
"Primp Style Lounge","Eufora exclusive","3917 Chenoweth Square",Louisville,KY,40207,502-384-7043,38.25575,-85.653013612245,1,"3917 Chenoweth Sq",Louisville,KY,"Jefferson County",40207
"Profiles Salon","Eufora semi exclusive","9525 Us Hwy 42",Prospect,KY,40059,502-292-1920,38.344711918367,-85.616295020408,1,"9525 Us Hwy 42",Prospect,KY,"Jefferson County",40059
"Salon 29",,"14745 W Highway 29 Suite B","Liberty Hill",TX,78642,512-778-5155,30.715353,-97.91191,0.33," ","Liberty Hill",TX,"Williamson County",78642
"Salon 70",,"5730 Locke Ave","Fort Worth",TX,76107,817-913-2752,32.73215744898,-97.409191489796,1,"5730 Locke Ave","Fort Worth",TX,"Tarrant County",76107
"Salon A",,"1923 Lock Hill Selma  Suite 120","San Antonio",TX,78213,210-630-0334,29.536732836066,-98.522588032787,1,"1923 Lock Hill Selma","San Antonio",TX,"Bexar County",78213
"Salon Adore","Eufora semi exclusive","5809 E Kings Hwy",Shreveport,LA,71105,318-865-4006,32.397457,-93.687712500001,1,"5809 E Kings Hwy",Shreveport,LA,"Caddo Parish",71115
"Salon Chateau","Eufora semi exclusive","10889 Perkins Rd","Baton Rouge",LA,70810,225-757-0303,30.3748372,-91.090269333333,1,"10889 Perkins Rd","Baton Rouge",LA,"East Baton Rouge Parish",70810
"Salon Dacota","Eufora exclusive","15003 Manchester Blvd",Ballwin,MO,63011,636-386-3600,38.5929643,-90.5468698,1,"15003 Manchester Blvd",Ballwin,MO,"St. Louis County",63011
"Salon Infusion","Eufora semi exclusive","430 West Bandera Suite 9",Boerne,TX,78006,"(830) 816-5354",29.893137,-98.685719,0.33," ",Boerne,TX,"Kendall County",78006
"Salon Loft Suite 1",,"15868 Fountain Plaza Dr",Chesterfield,MO,63017,"(314) 239-5733",38.649052,-90.535804,0.33," ",Chesterfield,MO,"St. Louis County",63017
"Salon Lofts at Ellisville Missouri  Loft 22",,"15848 Fountain Plaza Drive  Loft 22",Ellisville,MO,63017,636-734-2149,38.603679,-90.559271,0.27," ",Ellisville,MO,"St. Louis County",63011
"Salon Maciel",,"700 S 11Th St",Richmond,TX,77469,281-344-0430,29.577047,-95.765639,1,"700 S 11th St",Richmond,TX,"Fort Bend County",77469
"Salon Muse",,"1013 W Lynn",Austin,TX,78703,512-474-5545,30.264115,-97.713581,0.33," ",Austin,TX,"Travis County",78702
"Salon NV","Eufora semi exclusive","200 Jefferson St",Lafayette,LA,70501,337-235-0007,30.227026,-92.016596,1,"200 Jefferson St",Lafayette,LA,"Lafayette Parish",70501
"Salon Raybon",,"13214 Coursey Blvd Suite E","Baton Rouge",LA,70816,"(225) 756-1201",30.409922434783,-91.034980995652,1,"13214 Coursey Blvd","Baton Rouge",LA,"East Baton Rouge Parish",70816
"Salon Rouge",,"603 West Quitman","Huber Springs",AR,72543,"(501) 887-6877",35.535238,-92.021291,0.22," ","Heber Springs",AR,"Cleburne County",72545
"Salon Spice","Eufora semi exclusive","6301 West 119Th St","Overland Park",KS,66209,913-766-0001,39.02315,-94.669467,0.3," ","Overland Park",KS,"Johnson County",66202
"Salon Studio 3","Eufora exclusive","17630 Davenport Rd Ste 108",Dallas,TX,75252,"(972) 267-1215",32.991743329897,-96.793705680412,1,"17630 Davenport Rd",Dallas,TX,"Dallas County",75252
"Salon Suites",,"1288 West Main Street Suite 233 Room D87525",Lewisville,TX,75067,214-282-8349,33.081367,-97.061017,0.33," ",Lewisville,TX,"Denton County",75077
"Salon Tereska","Eufora semi exclusive","613 Metairie",Metairie,LA,70005,504-832-3900,29.996206550802,-90.148347524064,1,"613 Metairie",Metairie,LA,"Jefferson Parish",70001
"Salon Visions","Eufora semi exclusive","854 Bryan Rd",Ofallen,MO,63366,636-987-3150,38.823944,-90.742745,0.22," ",O'Fallon,MO,"St. Charles County",63366
"Salons At Stone Gate","Eufora exclusive","11734 Barker Cypress Rd Suite 111",Cypress,TX,77433,281-256-2204,29.934092315436,-95.682574167785,1,"11734 Barker Cypress Rd",Cypress,TX,"Harris County",77433
"Seasons Spa and Salon","Eufora semi exclusive","1 Ronnies Plaza","St Louis",MO,63126,314-842-6500,,,0,,,,,
"Simply Serene Salon And Spa",,"512 N Main",Boerne,TX,78006,830-331-1103,29.893137,-98.685719,0.33," ",Boerne,TX,"Kendall County",78006
"Spa Isbell","Eufora semi exclusive","1245 Magazine St","New Orleans",LA,70130,504-595-5009,29.938718204082,-90.071160306122,1,"1245 Magazine St","New Orleans",LA,"Orleans Parish",70130
"Stailieys Barber Shop",,"1600 N Waddill St",Mckinney,TX,75069,214-548-9012,33.213693,-96.625678,1,"1600 N Waddill St",McKinney,TX,"Collin County",75069
